,Unnamed: 0,Monit_MAP_CODE1,Year,avg(PIN),avg(ACRES_POLY),avg(TOTAL_TAX),avg(TAX_CAPAC),avg(FIN_SQ_FT),avg(NUM_UNITS),avg(EMV_LAND),avg(EMV_TOTAL),avg(GARAGESQFT),avg(EMV_BLDG),avg(SALE_VALUE),avg(ACRES_DEED),avg(YEAR_BUILT),count(PIN),count(ACRES_POLY),count(TOTAL_TAX),count(TAX_CAPAC),count(FIN_SQ_FT),count(NUM_UNITS),count(EMV_LAND),count(EMV_TOTAL),count(GARAGESQFT),count(EMV_BLDG),count(SALE_VALUE),count(ACRES_DEED),count(YEAR_BUILT),stddev_samp(PIN),stddev_samp(ACRES_POLY),stddev_samp(TOTAL_TAX),stddev_samp(TAX_CAPAC),stddev_samp(FIN_SQ_FT),stddev_samp(NUM_UNITS),stddev_samp(EMV_LAND),stddev_samp(EMV_TOTAL),stddev_samp(GARAGESQFT),stddev_samp(EMV_BLDG),stddev_samp(SALE_VALUE),stddev_samp(ACRES_DEED),stddev_samp(YEAR_BUILT),LAKE_NAME_x,CITY,COUNTY,MAJOR_WATERSHED_x,avg(Secchi_Depth_RESULT),avg(Total_Phosphorus_RESULT),stddev_samp(Secchi_Depth_RESULT),stddev_samp(Total_Phosphorus_RESULT),DNR_ID_Site_Number,Mean(log_phosphorus),Std Dev(log_phosphorus),Mean(Secchi_Depth_RESULT),Std Dev(Secchi_Depth_RESULT),rec_1,rec_2,rec_3,rec_4,rec_5,seasonal_1,seasonal_2,seasonal_3,seasonal_4,seasonal_5,physical_1,physical_2,physical_3,physical_4,physical_5,LAKE_NAME_y,MAJOR_WATERSHED_y,longitude,latitude,num.rec.readings,num.physical.readings,rec.avg,physical.avg,seasonal.grade,LakeSite,Number Properties,Mean(ACRES_POLY),Std Dev(ACRES_POLY),N(Ag Preserve - Yes),N(Basement - Yes),Median(EMV_TOTAL),Interquartile Range(EMV_TOTAL),Median(FIN_SQ_FT),Interquartile Range(FIN_SQ_FT),N(Green ACRE - Yes),N(Homestead - Partial),N(Homestead - Yes),N(Single Unit),N(Multiple Unit),Median(SALE_VALUE),Interquartile Range(SALE_VALUE),Median(TOTAL_TAX),Interquartile Range(TOTAL_TAX),N(Sales that year),N(Built that year)
1184,1185,82009700-01,2008,,1.2708077945084142,277156.01771479193,0.0,1.7140832595217006,1.0,91821.31089459699,284360.2302922941,,190561.0628875111,135652.27015057573,1.1866271036315317,1424.719397697077,11290,11290,11290,11290,11290,10,11290,11290,0,11290,11290,11290,11290,,4.904524405591749,430001.4572221587,0.0,61.65772744000522,0.0,166185.09995041962,446780.5908333709,,352451.50058198033,171216.7713890506,5.442326373668301,893.9685865490743,La Lake,Woodbury,Washington,Mississippi River - Twin Cities,1.7545454545454546,0.11863636363636365,0.6154082163306506,0.0612262569936669,82009700-01,-2.276426534,0.5921760462,1.7545454545,0.6154082163,3,0,0,8,0,0,0,1,0,0,3,1,4,2,1,La Lake,Mississippi River - Twin Cities,-92.9713984,44.88725237,11,11,3.1818181818,2.7272727273,C,La Lake-1,214,2.0985446009,6.2238327878,0,0,211800,98700.0,0.0,0.0,0,214,0,0,0,243340.0,75980.5,211800.0,98700.0,0,0
1185,1186,82011301-01,2011,,4.425395683453238,0.0,0.0,1663.546762589928,0.5971223021582733,229438.1294964029,645456.8345323739,937.6172839506172,416018.7050359712,757486.8920863309,0.0,1176.68345323741,278,278,278,278,278,278,278,278,162,278,278,278,278,,7.661425366831793,0.0,0.0,1586.6359445534588,0.5058420361077139,329425.45836701104,1393563.2000891282,274.44546315432757,1158681.4228461846,4176078.9841951164,0.0,982.8933126526737,Goose Lake,Lake Elmo,Washington,Lower St. Croix River,0.9457142857142856,0.09085714285714286,0.9284533990921215,0.032951913016220635,82011301-01,-2.476462923,0.4302168944,0.9457142857,0.9284533991,0,3,8,10,0,1,0,1,0,0,0,4,11,6,0,Goose Lake,Lower St. Croix River,-92.91197724,44.96377696,21,21,3.3333333333,3.0952380952,F,Goose Lake-2,80,2.21125,2.8393609439,0,0,215800,619225.0,868.0,2934.0,0,0,32,40,0,262500.0,191250.0,,,2,0
1186,1187,27003501-01,2005,,0.0,5923.755229674359,3868.216087987923,0.0,,102473.8192797067,322942.35497088643,,220176.57968514125,150789.21242182446,0.0,1855.999568686651,4637,4637,4637,4637,4637,0,4637,4637,0,4637,4637,4637,4637,,0.0,24752.47972264626,13828.817394128968,0.0,,259639.0463548871,810432.1425161209,,589437.6677534637,750136.4740397624,0.0,445.22648839717317,Sweeney Lake,Golden Valley,Hennepin,Mississippi River - Twin Cities,1.4636363636363638,0.0489,0.3139195032893855,0.013535549900580734,27003501-01,-3.049288831,0.2597745193,1.4636363636,0.3139195033,11,0,0,0,0,0,0,1,0,0,8,3,0,0,0,Sweeney Lake,Mississippi River - Twin Cities,-93.34160616,44.99052075,11,11,1.0,1.2727272727,C,Sweeney Lake-1,310,,,0,0,279000,154000.0,0.0,0.0,0,0,268,0,0,155500.0,147575.0,3781.0,2280.25,6,0
1187,1188,82016300-01,2013,,3.306816524908871,968.3690157958687,2475.359416767922,1177.7750911300122,0.5239491691104594,91554.89671931957,257597.31470230862,593.0,165986.18469015794,164486.3681652491,1.7487436208991511,1405.7076549210205,8230,8230,8230,8230,8230,8184,8230,8230,3972,8230,8230,8230,8230,,8.79988841493562,11681.794446181675,8643.079622164016,2273.005486467412,0.5004343662391257,241733.99823613523,864551.713033836,221.960580100634,717588.1489868087,387783.5961444031,6.442363524618286,905.5954859538907,Clear Lake,Forest Lake Township,Washington,Mississippi River - Twin Cities,5.4714285714285715,,0.43861253103502706,,82016300-01,,,5.4714285714,0.438612531,7,0,0,0,0,0,0,0,0,0,1,5,0,0,0,Clear Lake,Mississippi River - Twin Cities,-93.00000905,45.26003767,7,6,1.0,1.8333333333,F,Clear Lake-1,972,0.958744856,2.4495813696,0,0,164900,164500.0,1136.0,1728.0,0,0,722,702,2,176650.0,155207.5,,,0,0
1188,1189,82016300-01,2006,,2.7256220511547062,2934.5252048671473,753.7683138813013,1058.126148497641,0.0,134894.88452942634,307673.292773777,,172778.40824435063,126859.21591755649,0.9782145517755154,1337.6552023839085,8054,8054,8054,8054,8054,2022,8054,8054,0,8054,8054,8054,8054,,8.83053785800908,11454.032795420891,3610.0743331175,1623.6026649977505,0.0,378184.9820023266,903273.7223179827,,753374.9489900104,484408.73322118423,4.998503634592155,931.9481891348456,Clear Lake,Forest Lake Township,Washington,Mississippi River - Twin Cities,1.907692307692308,0.0676923076923077,0.2722178614686482,0.07808598810581538,82016300-01,-2.969462649,0.6642399207,1.9076923077,0.2722178615,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Clear Lake,Mississippi River - Twin Cities,-93.00000905,45.26003767,0,0,,,C,Clear Lake-1,975,1.8558536585,19.672419844,0,0,222700,214600.0,1104.0,1633.0,0,0,756,0,0,160000.0,109000.0,1636.0,1688.0,14,0
1189,1190,10009300-01,2004,,19.14300578034681,1857.28323699422,109.59537572254335,1039.728323699422,,177297.1098265896,307234.68208092486,,129937.57225433526,89931.67630057805,19.194450867052023,1343.8728323699422,173,173,173,173,173,0,173,173,0,173,173,173,173,,27.29668710593409,1705.7412306837687,486.9612209161692,959.6029042798933,,162090.52897878276,202408.73757319356,,116095.19915209591,163700.78937262393,27.960183554063665,908.56252169424,Oak Lake,Watertown Township,Carver,South Fork Crow River,1.4964285714285717,0.08414285714285714,1.1304295109032136,0.05246956208179124,10009300-01,-2.687164144,0.7094077558,1.4964285714,1.1304295109,0,4,5,3,1,0,1,0,0,0,0,4,2,7,0,Oak Lake,South Fork Crow River,-93.7948637,44.9554343,13,13,3.0769230769,3.2307692308,D,Oak Lake-1,29,9.1396551724,17.496104563,1,1,243900,402800.0,1664.0,2062.0,2,0,21,0,0,125000.0,175000.0,1912.0,2500.0,0,0
1190,1191,19019800-01,2008,,0.5636354722069009,4064.889134031991,3537.698902984617,3431.590243304529,1.2023565891472867,93943.11454311453,334268.6523257952,,240325.53778268065,143003.55292026722,0.0,1853.0753202181772,16132,16317,16317,16317,16317,16125,16317,16317,0,16317,16317,16317,16317,,5.6059674635813606,17584.075807658068,13940.4527826167,15604.177074763711,4.942265973991968,431898.9542706781,1090267.9786746665,,790851.0235960669,176324.67851324085,0.0,485.146074202414,Scout Lake,Apple Valley,Dakota,Lower Minnesota River,1.2142857142857142,0.07542857142857141,0.6677829482205022,0.05072507237089925,19019800-01,-2.730523531,0.533635736,1.2142857143,0.6677829482,3,0,1,0,0,0,0,1,0,0,4,1,2,0,0,Scout Lake,Lower Minnesota River,-93.21534043,44.773007,4,7,1.5,1.7142857143,C,Scout Lake-1,394,0.5171317829,1.3549251134,0,0,355000,277700.0,2582.0,2280.5,0,0,343,347,8,211000.0,204823.75,4107.0,3401.0,2,0
1191,1192,70009500-01,2012,,0.9197255890623488,0.0,0.0,1354.4892853679821,,74779.54038592069,263686.7157955978,578.0607667661031,188907.0396586832,205843.95878987687,0.6261970328711338,1751.6817608843207,10313,10313,10313,10313,10313,0,10313,10313,9051,10313,10313,10313,10313,,4.279117132903006,0.0,0.0,4435.7226714072585,,217734.98598457934,1136134.0413672405,300.66390820858,994675.5014142774,486891.3819596843,4.482831543885652,654.2242140873557,O'Dowd Lake,Shakopee,Scott,Lower Minnesota River,1.6714285714285717,0.04635714285714286,0.9926100570086548,0.0401987507323245,70009500-01,-3.260932521,0.5579222864,1.6714285714,0.992610057,8,6,0,0,0,0,0,1,0,0,6,7,1,0,0,O'Dowd Lake,Lower Minnesota River,-93.5154039,44.7448931,14,14,1.4285714286,1.6428571429,C,O'Dowd Lake-1,337,2.2647774481,6.2754668315,0,0,284300,391400.0,1332.0,1800.5,2,0,191,0,0,294071.5,389550.0,,,0,0
1192,1193,10006600-01,2005,,35.97601809954751,1372.0180995475114,1823.692307692308,1231.9004524886875,,168904.07239819007,282110.8597285068,,113206.78733031676,72923.25791855202,35.70873303167421,1288.3031674208146,221,221,221,221,221,0,221,221,0,221,221,221,221,,41.375649211930956,1066.5019795566202,1262.9791891269756,997.3176201691183,,106770.96741783408,152584.88895062872,,104888.61710966204,116988.44632647779,41.19800801921293,926.0628652521452,Winkler Lake,Benton Township,Carver,Lower Minnesota River,0.5384615384615385,0.2437142857142857,0.2693772495295447,0.13657200330928768,10006600-01,-1.580028687,0.6397458382,0.5384615385,0.2693772495,0,3,0,10,1,1,0,0,0,0,0,5,7,1,1,Winkler Lake,Lower Minnesota River,-93.83268694,44.79006836,14,14,3.6428571429,2.8571428571,F,Winkler Lake-1,10,43.561,40.126738232,2,2,320500,295375.0,1530.0,2497.25,2,0,10,0,0,82450.0,309975.0,1568.0,2312.25,0,0
1193,1194,27071100-01,2013,,2.6550132258470915,8922.139816097746,4685.497921652601,992.8250409371457,,141167.21249527647,340855.4729814838,414.00169981302065,199252.18541378007,205492.266280388,0.0,1898.3460133518079,7939,7939,7939,7939,7939,0,7939,7939,5883,7939,7939,7939,7939,,6.763962404659094,65852.76940533963,31867.868937538722,744.0437993537395,,1027127.6498443394,1610136.328787923,181.9844630120852,896367.0490921158,1534185.8799513418,0.0,359.30065440329895,Westwood Lake,St. Louis Park,Hennepin,Mississippi River - Twin Cities,1.4,0.04823076923076924,0.11547005383792512,0.04475145034177449,27071100-01,-3.304334357,0.7417505202,1.4,0.1154700538,2,2,2,7,0,0,0,0,0,0,0,5,5,3,0,Westwood Lake,Mississippi River - Twin Cities,-93.38765176,44.97082571,13,13,3.0769230769,2.8461538462,F,Westwood Lake-1,205,2.0304878049,13.701278091,0,0,351600,222900.0,1545.0,2070.0,0,0,168,0,0,246500.0,233755.5,5414.0,3016.0,10,0
1194,1195,82011000-01,2004,,1.8657960199004973,2365.5820895522393,0.0,0.0,,124570.89552238805,318796.0199004975,,194225.1243781095,46035.45273631841,3.146069651741293,0.0,402,402,402,402,402,0,402,402,0,402,402,402,402,,5.80623201076026,5374.558327104561,0.0,0.0,,89373.98587015255,228019.9140012266,,165670.951076322,87004.33365076693,7.813839629193034,0.0,Downs Lake,Lake Elmo,Washington,Lower St. Croix River,0.4714285714285715,0.17471428571428574,0.33523268393901035,0.08629545041254934,82011000-01,-1.878413977,0.5961706773,0.4714285714,0.3352326839,1,0,1,5,0,1,0,0,0,0,0,4,3,0,0,Downs Lake,Lower St. Croix River,-92.86598768,44.98198473,7,7,3.4285714286,2.4285714286,F,Downs Lake-1,169,2.5959770115,4.5729679589,0,0,355600,135050.0,0.0,0.0,2,0,169,0,0,183500.0,99650.0,2714.0,990.0,0,0
1195,1196,62005800-01,2009,,0.7648245614035093,5602.243107769424,0.0,1514.0588972431076,2.523809523809524,154288.59649122803,723432.4561403509,481.17123287671234,245851.37844611533,163290.43859649124,0.7598496240601507,1866.842105263158,798,798,798,798,798,798,798,798,584,798,798,798,798,,3.3283446636501504,18273.01283131209,0.0,889.2254564853157,15.36502928707041,235330.5348550565,3654966.6473322175,141.08956607325052,971841.2091494726,816229.1723312377,3.3197042206899785,418.0413793661013,Little Johanna Lake,Roseville,Ramsey,Mississippi River - Twin Cities,1.3769230769230771,0.060538461538461534,0.7437560600916654,0.034991940463996805,62005800-01,-2.95070441,0.5668339464,1.3769230769,0.7437560601,0,4,7,2,0,0,0,1,0,0,0,9,4,0,0,Little Johanna Lake,Mississippi River - Twin Cities,-93.17263308,45.03504895,13,13,2.8461538462,2.3076923077,C,Little Johanna Lake-1,259,1.3976447876,5.6579764863,0,0,306700,100800.0,1741.0,1075.0,0,259,0,221,20,200000.0,120100.0,3596.0,1303.0,6,0
1196,1197,82005400-01,2009,,6.8300227790432775,235098.17767653763,0.0,962.5922551252847,,142422.09567198178,252934.6241457859,,110512.52847380411,70547.85876993166,6.66892938496583,1217.3302961275626,439,439,439,439,439,0,439,439,0,439,439,439,439,,13.329829399732162,180701.09896074602,0.0,907.4350172510907,,110527.74043489619,180698.54126886665,,113832.85392466151,126162.64031059205,13.213500982400436,959.8004681185553,Bone Lake,Scandia,Washington,Lower St. Croix River,1.8083333333333331,0.03941666666666668,0.6775065693520259,0.018695932145466262,82005400-01,-3.296904617,0.3297267793,1.8083333333,0.6775065694,0,7,3,0,0,0,0,1,0,0,0,7,3,0,0,Bone Lake,Lower St. Croix River,-92.86026082,45.28659868,10,10,2.3,2.3,C,Bone Lake-1,261,2.4965079365,5.9508785139,0,0,266500,242550.0,1040.0,1560.0,14,252,0,0,0,155750.0,161500.0,267250.0,269200.0,0,0
1197,1198,82014800-01,2011,,21.526881720430108,0.0,0.0,1173.5591397849462,0.6344086021505376,190398.9247311828,316062.36559139786,780.7058823529413,125663.44086021507,95890.87096774194,0.0,1226.763440860215,186,186,186,186,186,186,186,186,102,186,186,186,186,,24.702358787841124,0.0,0.0,1094.1653658542348,0.5047867355210865,153574.4344536436,199048.54869643613,307.63179058562315,126401.75998171412,178190.8179530979,0.0,955.9319934857907,Plaisted Lake,Hugo,Washington,Lower St. Croix River,1.6649999999999998,0.07699999999999999,0.7042480987658997,0.03095654522564965,82014800-01,-2.630379617,0.3696487523,1.665,0.7042480988,0,5,3,6,0,0,0,1,0,0,0,4,10,0,0,Plaisted Lake,Lower St. Croix River,-92.91253316,45.15178288,14,14,3.0714285714,2.7142857143,C,Plaisted Lake-1,22,19.595454545,16.108605428,0,0,220600,273800.0,0.0,2030.0,0,0,10,10,0,183908.0,0.0,,,0,0
1198,1199,82004600-01,2007,,0.0,0.0,0.0,0.0,,347310.16949152545,475445.7627118644,,128135.59322033898,45768.47457627119,8.42627118644068,1255.8983050847455,118,118,118,118,118,0,118,118,0,118,118,118,118,,0.0,0.0,0.0,0.0,,224082.24809830773,310256.5628813543,,125384.26646852553,165213.9268545876,13.42690243704908,937.9247631684668,Square Lake,May Township,Washington,Lower St. Croix River,5.617071428571429,0.013999999999999999,0.8902281871940055,0.005363695626080097,82004600-01,-4.333139265,0.3706451607,5.6170714286,0.8902281872,13,1,0,0,0,0,0,0,0,1,6,8,0,0,0,Square Lake,Lower St. Croix River,-92.80441146,45.156747,14,14,1.0714285714,1.5714285714,A,Square Lake-1,39,,,0,0,474100,643200.0,0.0,0.0,0,38,0,0,0,166000.0,459165.0,,,2,0
1199,1200,10005800-01,2005,,7.333824060397178,201.1738060068932,282.75677006400787,1168.1923518792055,,68432.77531593633,182037.35434104712,649.1140529531567,113604.57902511078,104634.44395207617,7.393398982438862,1417.2734285245365,6093,6093,6093,6093,6093,0,6093,6093,3437,6093,6093,6093,6093,,24.551253955708,642.6453724085894,858.9954335621942,3593.789082508972,,88418.51250004076,189850.5363404185,266.84679110265097,151263.24606358365,206037.4575443499,25.664929307142515,887.6671076682553,Maria Lake,Benton Township,Carver,Lower Minnesota River,0.7615384615384614,0.15625000000000006,0.4194012826606948,0.10235155547958666,10005800-01,-2.101175637,0.7870637019,0.7615384615,0.4194012827,0,0,2,11,0,1,0,0,0,0,2,5,5,1,0,Maria Lake,Lower Minnesota River,-93.76988852,44.72243717,13,13,3.8461538462,2.3846153846,F,Maria Lake-1,13,30.792307692,45.358284093,3,3,229200,187500.0,1348.0,681.0,2,0,9,0,0,77500.0,55000.0,1171.0,724.0,0,0
1200,1201,19044600-01,2007,,0.4886408710869147,3360.423877114525,3132.9735562901037,2370.0305269298074,0.9697147323173114,88706.06649815284,327509.70250826364,,238803.63601011087,180558.90394711262,0.0,1922.0276103441568,10236,10286,10286,10286,10286,10236,10286,10286,0,10286,10286,10286,10286,,1.931486343298558,7423.088348029019,4162.711696506975,2758.055386123191,0.17137951925696682,152154.47727533212,434962.92655139643,,337900.7507763306,141933.20758275813,0.0,350.14608357143516,Lac Lavon Lake,Apple Valley,Dakota,Lower Minnesota River,3.315384615384615,0.023153846153846157,1.0310562172243196,0.0061080023172631745,19044600-01,-3.795675159,0.2513305211,3.3153846154,1.0310562172,13,0,0,0,0,0,0,0,0,1,13,0,0,0,0,Lac Lavon Lake,Lower Minnesota River,-93.24520003,44.72061708,13,13,1.0,1.0,A,Lac Lavon Lake-1,792,0.6102176697,3.3211690603,0,0,289850,178200.0,2277.5,1112.0,0,0,723,767,0,199800.0,111500.0,3078.0,1516.5,24,0
1201,1202,70012001-01,2010,,12.944913338357196,0.0,0.0,1160.860587792012,,254027.20422004518,432543.6322532027,871.2723358449947,178516.42803315746,115969.0806330068,12.836488319517713,1384.4890730972115,1327,1327,1327,1327,1327,0,1327,1327,929,1327,1327,1327,1327,,23.729398262582407,0.0,0.0,934.2440670289752,,404872.1029902336,428242.0714942152,566.1343816071844,172624.28259832357,177641.09572205876,25.451882002373058,906.8559835805947,Thole Lake,Louisville Township,Scott,Lower Minnesota River,0.7357142857142857,0.1105,0.2703613102780021,0.027219195715241392,70012001-01,-2.232312424,0.2562035832,0.7357142857,0.2703613103,0,0,0,6,1,0,0,0,0,0,0,0,0,3,4,Thole Lake,Lower Minnesota River,-93.52933474,44.73782664,7,7,4.1428571429,4.5714285714,F,Thole Lake-1,275,2.4398909091,2.2751466598,0,0,369000,277700.0,1451.0,790.0,0,0,224,0,0,190000.0,262400.0,,,4,0
1202,1203,82008700-01,2004,,1.7461167733270129,2845.5961918306075,36.12285691712096,29.149403492138735,0.3458149779735683,90337.14150272576,237707.6084380185,,147370.46693529273,31040.4944299597,2.1643999367938704,1607.4292486371176,12616,12657,12657,12657,12657,458,12657,12657,0,12657,12657,12657,12657,,11.078539366748009,12706.494415973591,331.54674456787643,281.33137992150745,0.4853415275477274,249882.6879355853,500284.8929729496,,386193.62364178454,59600.52637095048,10.828244028808811,771.9128982666645,Regional Park Lake,Cottage Grove,Washington,Mississippi River - Twin Cities,0.8599999999999999,0.05793333333333335,0.4656792274271453,0.02182222545501544,82008700-01,-2.911508221,0.3647917437,0.86,0.4656792274,0,0,0,14,0,0,0,1,0,0,0,6,5,3,0,Regional Park Lake,Mississippi River - Twin Cities,-92.90248396,44.80553214,14,14,4.0,2.7857142857,C,Regional Park Lake-1,9,23.824,17.441500222,0,0,1129000,1759300.0,0.0,0.0,0,0,9,0,0,,,20.0,0.0,0,0
1203,1204,82013300-01,2008,,5.437734138972809,316433.08157099696,0.0,0.0,,185327.79456193352,325930.0604229607,,135855.74018126892,84417.36555891237,5.529259818731117,1265.0166163141996,662,662,662,662,662,0,662,662,0,662,662,662,662,,10.098109318190748,242155.84904706702,0.0,0.0,,183216.88522799307,251986.3258777068,,120464.10236844905,166415.54509700325,10.329893150083887,945.5475107225529,Sunnybrook Lake,Grant,Washington,Lower St. Croix River,2.3642857142857143,0.023857142857142858,0.8129785150507151,0.005762706934140519,82013300-01,-3.7611279,0.2310388476,2.3642857143,0.8129785151,9,5,0,0,0,0,0,0,0,1,8,6,0,0,0,Sunnybrook Lake,Lower St. Croix River,-92.91073482,45.05049226,14,14,1.3571428571,1.4285714286,A,Sunnybrook Lake-1,116,2.9040350877,5.7491638052,0,0,349100,373900.0,0.0,0.0,0,116,0,0,0,215000.0,160000.0,349100.0,370475.0,0,0
1204,1205,70012001-01,2005,,13.202278083267874,0.0,0.0,1118.1036920659858,,141643.99057344857,324135.4281225452,910.4477611940297,182491.43754909665,99045.362136685,12.911736056559308,1368.8884524744694,1273,1273,1273,1273,1273,0,1273,1273,804,1273,1273,1273,1273,,24.44196949176652,0.0,0.0,939.3458693130436,,119246.47060599877,220713.75570922214,450.80973060475634,172400.83563113125,169900.6688373827,26.214838374347693,912.1103821263016,Thole Lake,Louisville Township,Scott,Lower Minnesota River,1.2999999999999998,0.1073846153846154,0.9848857801796104,0.04504937462214269,70012001-01,-2.326332666,0.4591280229,1.3,0.9848857802,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Thole Lake,Lower Minnesota River,-93.52933474,44.73782664,0,0,,,D,Thole Lake-1,275,2.4433090909,2.2790480859,0,0,312300,251500.0,1404.0,760.0,0,0,220,0,0,164900.0,214000.0,,,12,0
1205,1206,10021700-01,2013,,0.9971028037383178,9198.177570093458,0.0,2021.452336448598,53.0,111683.55140186916,345760.56074766355,,234077.00934579442,196406.71962616825,0.15725233644859815,1691.1308411214955,535,535,535,535,535,4,535,535,0,535,535,535,535,,3.4781270545745824,45198.80189262027,0.0,8388.44161763892,5.773502691896257,348555.9775763684,1273077.3078033712,,1012992.7625690405,653385.4462390937,1.6744881609020366,725.421399992889,Jonathan Lake,Chaska,Carver,Lower Minnesota River,0.7230769230769233,0.1618461538461538,0.3307915913729926,0.08261239430199134,10021700-01,-1.921230171,0.45495037,0.7230769231,0.3307915914,0,0,2,11,0,0,1,0,0,0,0,1,2,9,1,Jonathan Lake,Lower Minnesota River,-93.60631618,44.83232288,13,13,3.8461538462,3.7692307692,D,Jonathan Lake-1,392,1.0844354839,3.8999971561,0,0,131700,143500.0,1038.0,1749.0,0,0,197,0,2,169990.0,108321.0,1474.0,1754.0,6,0
1206,1207,82013300-01,2011,,5.541498470948015,0.0,0.0,1142.1834862385322,0.6574074074074074,142366.9724770642,251433.6391437309,855.4973544973544,108958.40978593273,107071.6758409786,0.0,1284.0764525993884,654,654,654,654,654,648,654,654,378,654,654,654,654,,10.003250155706356,0.0,0.0,999.7631740866448,0.474943166606381,157118.39103145982,210466.57022468472,401.15013196426315,102090.72556391037,182980.46128617445,0.0,940.2905046013416,Sunnybrook Lake,Grant,Washington,Lower St. Croix River,2.157142857142857,0.04114285714285715,0.5243520334136743,0.03509735283214641,82013300-01,-3.433565865,0.6632396699,2.1571428571,0.5243520334,7,7,0,0,0,0,0,0,1,0,6,8,0,0,0,Sunnybrook Lake,Lower St. Croix River,-92.91073482,45.05049226,14,14,1.5,1.5714285714,B,Sunnybrook Lake-1,112,2.7623214286,5.6295193628,2,2,270250,286450.0,1435.0,1719.0,0,0,108,78,0,216392.0,168000.0,,,0,0
1207,1208,82002500-01,2007,,0.0,0.0,0.0,0.0,,327510.3448275862,630194.4827586206,,302684.1379310345,91608.51034482759,23.10703448275863,1062.5241379310344,290,290,290,290,290,0,290,290,0,290,290,290,290,,0.0,0.0,0.0,0.0,,280793.30937822605,982767.0814796572,,899542.4459885523,157141.12464660182,28.750858934041855,986.6697198625003,Louise Lake,Stillwater Township,Washington,Lower St. Croix River,0.8272857142857142,0.19399999999999998,0.7406514507030763,,82002500-01,-1.63989712,,0.8272857143,0.7406514507,0,1,1,5,0,0,1,0,0,0,0,1,2,4,0,Louise Lake,Lower St. Croix River,-92.84729796,45.12194563,7,7,3.5714285714,3.4285714286,D,Louise Lake-1,29,,,0,0,430600,586800.0,0.0,0.0,2,27,0,0,0,155000.0,240000.0,,,0,0
1208,1209,82010900-01,2013,,11.757474747474749,0.0,3676.0808080808083,1983.5353535353534,0.8282828282828283,239032.3232323232,491175.75757575757,919.9024390243902,252143.43434343435,288757.1919191919,0.0,1654.5858585858587,99,99,99,99,99,99,99,99,82,99,99,99,99,,55.327009869584046,0.0,1830.9046926051126,968.5027189401776,0.3790537100600475,674848.502700872,650612.8967728232,216.16543788771503,142600.06380169746,252641.6259062319,0.0,757.3697639791388,Eagle Point Lake,Lake Elmo,Washington,Lower St. Croix River,0.6033333333333334,0.0912857142857143,0.3050136608962513,0.047748348263628566,82010900-01,-2.527364629,0.5862437832,0.6033333333,0.3050136609,0,0,1,6,0,0,0,0,0,0,0,2,3,2,0,Eagle Point Lake,Lower St. Croix River,-92.91155837,44.9770946,7,7,3.8571428571,3.0,F,Eagle Point Lake-1,2,267.98,0.0,0,0,3324600,0.0,0.0,0.0,0,0,0,0,0,,,,,0,0
1209,1210,70005400-01,2012,,0.7786144578313248,0.0,0.0,1024.1536144578313,,114860.39156626505,231662.65060240965,555.5645472061657,116802.25903614458,122608.8734939759,0.6451054216867471,1545.2048192771085,664,664,664,664,664,0,664,664,519,664,664,664,664,,2.879038176626948,0.0,0.0,1406.8518143887998,,113516.64822518693,345387.2734310969,342.03166437576164,287578.9075441219,147551.9900727449,5.323688601026036,817.5529559691183,Spring Lake,Prior Lake,Scott,Lower Minnesota River,0.7875,0.12814285714285714,0.18077215335491087,0.06400892794870773,70005400-01,-2.165604496,0.5121480592,0.7875,0.1807721534,1,5,2,0,0,0,1,0,0,0,0,4,3,1,0,Spring Lake,Lower Minnesota River,-93.46843381,44.70181062,8,8,2.125,2.625,D,Spring Lake-1,614,0.4346254072,1.7831824767,0,0,185050,169875.0,1027.5,566.5,0,0,443,0,0,159400.0,137600.0,,,0,0
1210,1211,10002900-01,2005,,33.12106227106227,1751.8937728937728,2084.714285714286,1259.2930402930406,,179156.77655677657,301977.28937728936,,122820.51282051286,105930.29304029305,32.855604395604395,1351.6923076923074,273,273,273,273,273,0,273,273,0,273,273,273,273,,39.061823697295644,1240.4786254877442,1347.4706093519176,1143.388842942164,,134613.11324391206,190020.4654147785,,115479.7688088602,180638.3939343624,37.551844481862396,911.1884009556962,Miller Lake,Dahlgren Township,Carver,Lower Minnesota River,0.7214285714285714,0.1517142857142857,0.2939873661036669,0.07178003640549109,10002900-01,-1.975087855,0.4267887847,0.7214285714,0.2939873661,0,5,7,1,0,0,1,0,0,0,0,5,7,0,1,Miller Lake,Lower Minnesota River,-93.74305702,44.78713912,13,13,2.6923076923,2.7692307692,D,Miller Lake-1,4,118.5825,54.03575136,2,2,468750,935850.0,918.0,7997.25,2,0,2,0,0,341250.0,137500.0,1063.5,2610.0,0,0
